Movie,Genre,Director,Actors
Satte Pe Satta (1982 - Hindi),Comedy,Raj N. Sippy,"Amitabh Bachchan, Hema Malini, Ranjeeta and others"
Satte Pe Satta remake (2013 - Hindi),Comedy,Soham Shah,"Sanjay Dutt, Madhuri Dixit-Nene and others"
Satya (1998 - Hindi),Action,Ram Gopal Varma,"J. D. Chakravarthy, Urmila Matondkar, Manoj Bajpai and others"
Saudagar (1991 - Hindi),Drama,Subhash Ghai,"Dilip Kumar, Raaj Kumar, Vivek Mushran and others"
Shaabash! You Can Do It (2009 - Hindi),"Drama, Thriller",Shankar Mondal,"Hitesh Agrawal, Mansi Dovhal, Sudesh Berry and others"
Shaapit (2010 - Hindi),"Horror, Romance",Vikram Bhatt,"Aditya Narayan, Shweta Agrawal, Rahul Dev and others"
Shahenshah (1988 - Hindi),Action,Tinu Anand,"Amitabh Bachchan, Meenakshi Sheshadri, Amrish Puri and others"
Shahrukh Bola Khoobsurat Hai Tu (2010 - Hindi),Drama,Makrand Deshpande,"Shah Rukh Khan, Pritika Chawla, Sanjay Dadheech and others"
Shakti (1982 - Hindi),"Drama, Thriller",Ramesh Sippy,"Dilip Kumar, Amitabh Bachchan, Rakhee and others"
Shanghai (2012 - Hindi),"Romance, Thriller",Dibakar Banerjee,"Abhay Deol, Emraan Hashmi, Prosenjit and others"
Sharaabi (1984 - Hindi),Drama,Prakash Mehra,"Amitabh Bachchan, Jaya Prada, Pran and others"
Shaurya (2008 - Hindi),Drama,Samar Khan,"Rahul Bose, Minissha Lamba, Jaaved Jaaferi and others"
Sher Khan (2013 - Hindi),"Action, Adventure",,Salman Khan and others
Shikshanacha Aaicha Gho (Remake) (2013 - Hindi),"Comedy, Social",Mahesh Manjrekar,"Salman Khan, Kangna Ranaut and others"
Shiva (1990 - Hindi),Action,Ram Gopal Varma,"Nagarjuna, Amala, Raghuvaran and others"
Shoebite (2013 - Hindi),Drama,Shoojit Sircar,"Amitabh Bachchan, Sarika, Jimmy Shergill and others"
Sholay (1975 - Hindi),"Drama, Thriller",Ramesh Sippy,"Dharmendra, Sanjeev Kumar, Hema Malini and others"
Shool (1999 - Hindi),Action,E. Nivas,"Manoj Bajpai, Raveena Tandon, Sayaji Shinde and others"
Shootout At Lokhandwala (2007 - Hindi),Action,Apoorva Lakhia,"Sanjay Dutt, Amitabh Bachchan, Sunil Shetty and others"
Shootout At Wadala (2013 - Hindi),"Action, Crime",Sanjay Gupta,"John Abraham, Anil Kapoor, Ronit Roy and others"
Shortkut - The Con Is On (2009 - Hindi),Comedy,"Neeraj Vora, Roshan Andrews","Akshaye Khanna, Arshad Warsi, Amrita Rao and others"
Siddharth - The Prisoner (2009 - Hindi),Drama,Pryas Gupta,"Rajat Kapoor, Sachin Nayak, Govind Namdeo and others"
Silsila (1981 - Hindi),"Drama, Romance",Yash Chopra,"Amitabh Bachchan, Rekha, Jaya Bachchan and others"
Singh Is Kinng (2008 - Hindi),"Action, Comedy, Romance",Anees Bazmee,"Akshay Kumar, Katrina Kaif, Sonu Sood and others"
Soch Lo (2010 - Hindi),Action,Sartaj Singh Pannu,"Barkha Madan, Iris Maity, Nishan Nanaiah and others"
Soldier (1998 - Hindi),Action,Abbas-Mustan,"Bobby Deol, Preity Zinta, Suresh Oberoi and others"
Son Of Sardaar (2012 - Hindi),"Action, Comedy, Drama",Ashwni Dhir,"Ajay Devgn, Sonakshi Sinha, Sanjay Dutt and others"
Sorry Bhai (2008 - Hindi),"Comedy, Romance",Onir,"Sharman Joshi, Chitrangada Singh, Sanjay Suri and others"
Spanish Beauty (A Beautiful Wife) (2010 - Hindi),"Drama, Romance",Ricardo De Montreuil,"Barbara Mori, Christian Meier, Manolo Cardona and others"
Special 26 (2013 - Hindi),"Action, Crime",Neeraj Pandey,"Akshay Kumar, Kajal Aggarwal, Manoj Bajpai and others"
Stanley Ka Dabba (2011 - Hindi),"Drama, Social, Children",Amol Gupte,"Divya Dutta, Partho Gupte, Divya Jagdale and others"
Straight (2009 - Hindi),Comedy,"Parvati Balgopalan, Siddharth Makkar","Vinay Pathak, Gul Panag, Achla Sachdev and others"
Taal (1999 - Hindi),Romance,Subhash Ghai,"Akshaye Khanna, Aishwarya Rai-Bachchan, Anil Kapoor and others"
Taalismaan (2013 - Hindi),Fantasy,Ram Madhvani,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai-Bachchan and others"
Taare Zameen Par (2007 - Hindi),"Drama, Social, Children",Aamir Khan,"Darsheel Safary, Aamir Khan, Tisca Chopra and others"
Tahaan (2008 - Hindi),Drama,Santosh Sivan,"Victor Banerjee, Purav Bhandare, Rahul Bose and others"
Talaash (2012 - Hindi),"Drama, Suspense, Thriller",Reema Kagti,"Aamir Khan, Kareena Kapoor Khan, Rani Mukerji and others"
Tashan (2008 - Hindi),Action,Vijay Krishna Acharya,"Akshay Kumar, Saif Ali Khan, Kareena Kapoor Khan and others"
Taxi No. 9 2 11 (2006 - Hindi),Comedy,Milan Luthria,"John Abraham, Nana Patekar, Sameera Reddy and others"
Teen Patti (2010 - Hindi),"Drama, Thriller",Leena Yadav,"Amitabh Bachchan, Ben Kingsley, R. Madhavan and others"
Tees Maar Khan (2010 - Hindi),"Action, Comedy",Farah Khan,"Akshay Kumar, Akshaye Khanna, Katrina Kaif and others"
Tere Bin Laden (2010 - Hindi),"Comedy, Drama",Abhishek Sharma,"Ali Zafar, Barry John, Chinmay Mandlekar and others"
Tere Naam (2003 - Hindi),Drama,Satish Kaushik,"Salman Khan, Bhoomika Chawla, Sachin Khedekar and others"
Teri Meri Kahaani (2012 - Hindi),"Comedy, Drama, Romance, Social",Kunal Kohli,"Shahid Kapoor, Priyanka Chopra, Neha Sharma and others"
Tezaab (1988 - Hindi),Action,N. Chandra,"Anil Kapoor, Madhuri Dixit-Nene, Chunkey Pandey and others"
Tezz (2012 - Hindi),Action,Priyadarshan,"Anil Kapoor, Ajay Devgn, Kangna Ranaut and others"
Thanks Maa (2010 - Hindi),Social,Irfan Kamal,"Master Shams Patel, Master Salman, Master Fayaaz and others"
The Camp (2010 - Hindi),"Comedy, Children, Adventure",Nitin Mahadar,"Sonali Kulkarni, Rakesh Bedi, Sanjay Mishra and others"
The Fakir Of Venice (2013 - Hindi),Social,Anand Surapur,"Farhan Akhtar, Annu Kapoor, Kamal Sidhu and others"
The Film Emotional Atyachar (2010 - Hindi),Film Noir,Akshay Shere,"Mohit Ahlawat, Kalki Koechlin, Vinay Pathak and others"
The Great Indian Butterfly (2010 - Hindi),Drama,Sharthak Dasgupta,"Aamir Bashir, Sandhya Mridul, Koel Purie and others"
The Hangman (2010 - Hindi),Drama,Vishal Bhandari,"Om Puri, Gulshan Grover, Shreyas Talpade and others"
The Last Lear (2008 - Hindi),Drama,Rituparno Ghosh,"Amitabh Bachchan, Preity Zinta, Arjun Rampal and others"
The Legend Of Bhagat Singh (2002 - Hindi),Biopic,Raj Kumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh and others"
The Legend Of Kunal (2013 - Hindi),Period,Dr. Chandraprakash Dwivedi,"Amitabh Bachchan, Arjun Rampal, Tabu and others"
The Man (2013 - Hindi),Action,Neeraj Pathak,"Sunny Deol, Shilpa Shetty Kundra, Danny Denzongpa and others"
The Stoneman Murders (2009 - Hindi),Drama,Manish Gupta,"Kay Kay Menon, Rukhsar, Arbaaz Khan and others"
The Waiting Room (2010 - Hindi),"Drama, Thriller",Maneej Premnath,"Raja Chaudhary, Sandeep Kulkarni, Pratiksha Lonkar and others"
Thoda Pyaar Thoda Magic (2008 - Hindi),Romance,Kunal Kohli,"Saif Ali Khan, Rani Mukerji, Ameesha Patel and others"
"Three - Love, Lies and Betrayal (2009 - Hindi)","Drama, Thriller",Vishal Pandya,"Ashish Choudhary, Akshay Kapoor, Nausheen Ali Sardar and others"
Time Machine (2013 - Hindi),Drama,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai-Bachchan and others"
Toh Baat Pakki! (2010 - Hindi),"Comedy, Romance",Kedar Shinde,"Tabu, Ayub Khan, Sharman Joshi and others"
Toonpur Ka Superrhero (2010 - Hindi),"Animation, Adventure",Kireet Khurana,"Ajay Devgn, Kajol, Sanjay Mishra and others"
Toss (2009 - Hindi),Comedy,Ramesh Khatkar,"Prashant Raj, Ashmit Patel, Rannvijay Singh and others"
Traffic Signal (2007 - Hindi),"Drama, Social",Madhur Bhandarkar,"Kunal Khemu, Neetu Chandra, Upendra Limaye and others"
Tridev (1989 - Hindi),Action,Rajiv Rai,"Sunny Deol, Jackie Shroff, Naseeruddin Shah and others"
Trishul (1978 - Hindi),"Drama, Family",Yash Chopra,"Amitabh Bachchan, Sanjeev Kumar, Shashi Kapoor and others"
Trump Card (2010 - Hindi),Thriller,Arshad Khan,"Vikram Kumar, Haider, Pankaj Gupta and others"
Tum Mile (2009 - Hindi),Romance,Kunal Deshmukh,"Emraan Hashmi, Soha Ali Khan, Kishori Shahane Vij and others"
Tum Milo Toh Sahi (2010 - Hindi),Romance,Kabir Sadanand,"Nana Patekar, Dimple Kapadia, Sunil Shetty and others"
Ta Ra Rum Pum (2007 - Hindi),"Drama, Romance",Siddarth Raj Anand,"Saif Ali Khan, Rani Mukerji, Jaaved Jaaferi and others"
Taarzan - The Wonder Car (2004 - Hindi),Drama,Abbas-Mustan,"Vatsal Seth, Ayesha Takia, Ajay Devgn and others"
Tathastu (2006 - Hindi),Drama,Anubhav Sinha,"Sanjay Dutt, Ameesha Patel, Jaya Prada and others"
Team - The Force (2009 - Hindi),Action,Ajay Chandok,"Sohail Khan, Amrita Arora, Aarti Chhabria and others"
Teen Ekkey (1980 - Hindi),Action,Joginder,"Rita Haksar, Joginder, Satish Kaul and others"
Teesri Kasam (1966 - Hindi),Social,Basu Bhattacharya,"Raj Kapoor, Waheeda Rehman, Iftekhar and others"
Teesri Manzil (1966 - Hindi),Social,Vijay Anand,"Shammi Kapoor, Asha Parekh, K. N. Singh and others"
Teesri Manzil (2013 - Hindi),Drama,Navneet Baj Saini,"Deepal Shaw, Irrfan Khan, Lucky Ali and others"
Tera Kya Hoga Johny (2010 - Hindi),Drama,Sudhir Mishra,"Kay Kay Menon, Soha Ali Khan, Neil Nitin Mukesh and others"
Tere Ghar Ke Samne (1963 - Hindi),Social,Vijay Anand,"Dev Anand, Nutan, Om Prakash and others"
Tere Mere Sapne (1971 - Hindi),Social,Vijay Anand,"Dev Anand, Hema Malini, Mumtaz and others"
Tere Mere Sapne (1996 - Hindi),Romance,Joy Augustine,"Arshad Warsi, Chandrachur Singh, Simran and others"
U Me Aur Hum (2008 - Hindi),Romance,Ajay Devgn,"Ajay Devgn, Kajol, Isha Sharvani and others"
Udaan (2010 - Hindi),"Drama, Family",Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Aayan Boradia and others"
Ugly Aur Pagli (2008 - Hindi),"Comedy, Romance",Sachin Kamlakar Khot,"Mallika Sherawat, Ranvir Shorey, Sushmita Mukherjee and others"
Umrao Jaan (2006 - Hindi),Drama,J. P. Dutta,"Abhishek Bachchan, Aishwarya Rai-Bachchan, Shabana Azmi and others"
Umrao Jaan (1981 - Hindi),"Costume, Drama, Musical",Muzaffar Ali,"Rekha, Farooq Shaikh, Naseeruddin Shah and others"
Undertrial (2007 - Hindi),Biopic,Aziz Khan,"Rajpal Yadav, Monica Castellno, Sambhavna Seth and others"
Upkar (1967 - Hindi),"Social, Patriotic",Manoj Kumar,"Manoj Kumar, Pran, Kamini Kaushal and others"
Utsav (1985 - Hindi),"Drama, Period",Girish Karnad,"Shashi Kapoor, Rekha, Shekhar Suman and others"
Udhar Ki Zindagi (1994 - Hindi),"Drama, Family",K. V. Raju,"Jeetendra, Kajol, Mousumi Chatterjee and others"
Umar (2006 - Hindi),Drama,Karan Razdan,"Anupam Kher, Jimmy Shergill, Dalip Tahil and others"
Unns (2006 - Hindi),Drama,Bhupendra Gupta,"Rituparna Sengupta, Raj Babbar, Sanjay Kapoor and others"
Uphaar (1971 - Hindi),Social,Sudhendu Roy,"Jaya Bachchan, Kamini Kaushal, Swarup Dutta and others"
Uski Roti (1971 - Hindi),Social,Mani Kaul,"Garima Kapoor, Gurdeep Singh, Birbal and others"
Uthhaan (2006 - Hindi),Drama,Ujjwal Chatterjee,"Neha Dhupia, Priyanshu Chatterjee, Avtar Gill and others"
Udan Khatola (1955 - Hindi),Costume,S. U. Sunny,"Dilip Kumar, Surya Kumari, Jeevan and others"
Uff Mirchi (2004 - Hindi),,Priyanka,"Reena Kapoor, Sainora, Bhavna and others"
Uff Yeh Nashaa (2000 - Hindi),,V. N. Menon,"Babudas, Billon, Dev Josan and others"
Uljhan (2001 - Hindi),Drama,"Rajan Johri, Pahlaj Nihalani","Puru Raj Kumar, Deepti Bhatnagar, Kanchan and others"
Umang (2013 - Hindi),Romance,,"Gaurav Bajaj, Harpreet Chabbra, Manoj Biddvai and others"
United Six (2011 - Hindi),Action,Vishal Aryan Singh,"Parvathy Omanakuttan, Daisy Bopanna, Luna Lashkar and others"
Unlimited Nasha (2005 - Hindi),Action,"Sanjay Khandelwal, Ravi K. Patwa","Sudesh Berry, Adarsh Kumar, Amrita Dhanoa and others"
Uski Kahani (1966 - Hindi),Social,Basu Bhattacharya,"Dina Gandhi, Anju Mahendroo, Tarun Ghosh and others"
Usne Kaha Tha (1960 - Hindi),Social,Moni Bhattacharya,"Sunil Dutt, Nanda, Durga Khote and others"
Utt Pataang (2011 - Hindi),Comedy,Srikant Velagaleti,"Vinay Pathak, Mahi Gill, Saurabh Shukla and others"
Uuf Kya Jadoo Mohabbat Hai (2004 - Hindi),"Drama, Musical, Romance",Manoj Bhatia,"Sachin Khedekar, Anang Desai, Akshay Anand and others"
U R My Jaan (2011 - Hindi),Romance,Aron Govil,"Rajesh Khera, Himani Shivpuri, Anil Dhawan and others"
"U, Bomsi n Me (2005 - Hindi)",Comedy,Jairaj Padmanabhan,"Bobby Bahal, Gautam Rode, Vidya Malavade and others"
Udaan (1997 - Hindi),Drama,Asrani,"Saif Ali Khan, Rekha, Madhu and others"
Uddhar (1949 - Hindi),Social,S. S. Kulkarni,"Dev Anand, Munawar Sulatana and others"
Udhar Ka Sindur (1976 - Hindi),Social,Chander Vohra,"Jeetendra, Reena Roy, Asha Parekh and others"
Uff! Yeh Mohabbat (1996 - Hindi),Romance,Vipin Handa,"Twinkle Khanna, Anupam Kher, Abhishek Kapoor and others"
Ugly (2014 - Hindi),Drama,Anurag Kashyap,"Siddhant Kapoor, Tejaswini Kolhapure, Ronit Roy and others"
Ujala (1942 - Hindi),Social,K. M. Multani,"Prithviraj Kapoor, Naseem and others"
Ujala (1959 - Hindi),Social,Naresh Saigal,"Raaj Kumar, Shammi Kapoor, Mala Sinha and others"
Ujala Hi Ujala (1974 - Hindi),Social,S. M. Sagar,"Vinod Mehra, Yogita Bali and others"
Ulfat Ki Nayi Manzilen (1994 - Hindi),Drama,"K. Shankar, K. Ravi Shankar","Raaj Kumar, Shammi Kapoor, Waheeda Rehman and others"
Uljhan (1975 - Hindi),Social,Raghunath Jhalani,"Ashok Kumar, Sanjeev Kumar, Asrani and others"
Uljhan (1942 - Hindi),Social,N. R. Acharya,"Mazhar Khan, Sardar Akhtar and others"
Ulta Seedha (1985 - Hindi),Comedy,Subodh Mukerji,"Raj Babbar, Utpal Dutta, Rati Agnihotri and others"
Ulti Ganga (1942 - Hindi),Social,K. Dhaibar,"Pramila, Sadiq Ali and others"
Umang (1944 - Hindi),Social,K. M. Multani,"Motilal, Chandraprabha and others"
Umar 55 Ki Dil Bachpan Ka (1992 - Hindi),Costume,Ajay Kumar,"Anupam Kher, Kader Khan, Aruna Irani and others"
Umar Qaid (1975 - Hindi),Social,Sikandar Khanna,"Vinod Mehra, Sunil Dutt, Mousumi Chatterjee and others"
Umeed (1971 - Hindi),Social,Nitin Bose,"Joy Mukherjee, Nanda, Ashok Kumar and others"
Ummeed (1941 - Hindi),Social,Mani Bhai Vyas,"Ishwarlal, Prabha and others"
Unees Bees (1980 - Hindi),Drama,Swaroop Kumar,"Mithun Chakraborty, Rakesh Roshan, Ranjeeta and others"
Ungli (2014 - Hindi),Comedy,Rensil D'Silva,"Sanjay Dutt, Emraan Hashmi, Kangna Ranaut and others"
Upaasna (1971 - Hindi),Social,Mohan,"Feroz Khan, Sanjay Khan, Mumtaz and others"
Uranchoo (1976 - Hindi),Comedy,Shivendra Sinha,"Johnny Walker, Tun Tun, K. Ravi and others"
Urvashi (1946 - Hindi),Musical,Babubhai Jani,"Shobhana Samarth, Prem Adeeb and others"
Vaada Raha... I Promise (2009 - Hindi),Drama,Samir Karnik,"Bobby Deol, Kangna Ranaut, Dwij Yadav and others"
Vaastav (1999 - Hindi),Action,"Mahesh Manjrekar, Deepak","Sanjay Dutt, Namrata Shirodkar, Ashish Vidyarthi and others"
Veer (2010 - Hindi),Historical,Anil Sharma,"Salman Khan, Mithun Chakraborty, Zarine Khan and others"
Veer-Zaara (2004 - Hindi),Romance,Yash Chopra,"Shah Rukh Khan, Preity Zinta, Rani Mukerji and others"
Via Darjeeling (2008 - Hindi),Drama,Arindam Nandy,"Kay Kay Menon, Sonali Kulkarni, Parvin Dabbas and others"
Victory (2009 - Hindi),"Drama, Sports",Ajitpal Mangat,"Harman Baweja, Amrita Rao, Tinu Anand and others"
Virasat (1997 - Hindi),Drama,Priyadarshan,"Anil Kapoor, Tabu, Amrish Puri and others"
Virsa (2010 - Hindi),Drama,Pankaj Batra,"Gulshan Grover, Shazia, Arya Babbar and others"
Viruddh...Family Comes First (2005 - Hindi),"Drama, Family",Mahesh Manjrekar,"Amitabh Bachchan, John Abraham, Anusha Dandekar and others"
Vishwaroop (2013 - Hindi),Thriller,Kamal Haasan,"Kamal Haasan, Pooja Kumar, Andrea Jeremiah and others"
Vivah (2006 - Hindi),Romance,Sooraj R. Barjatya,"Shahid Kapoor, Amrita Rao, Alok Nath and others"
Vroom (2010 - Hindi),"Comedy, Drama, Fantasy",Savin Tuscano,"Gaurav Bajaj, Nina Sarkar, Daisy Irani and others"
Vaah! Life Ho Toh Aisi! (2005 - Hindi),"Drama, Children",Mahesh Manjrekar,"Sanjay Dutt, Shahid Kapoor, Amrita Rao and others"
Victoria No. 203 (2007 - Hindi),Drama,Anant Mahadevan,"Anupam Kher, Om Puri, Jimmy Shergill and others"
Videsh - Heaven On Earth (2009 - Hindi),Drama,Deepa Mehta,"Preity Zinta, Balinder Johal, Vansh Bhardwaj and others"
Vidhaata (1982 - Hindi),"Drama, Thriller",Subhash Ghai,"Sanjay Dutt, Dilip Kumar, Sanjeev Kumar and others"
Vighnaharta... Shree Siddhivinayak (2009 - Hindi),Drama,Yashawant Ingawale,"Ramesh Deo, Parmeet Sethi, Divya Dutta and others"
Vijay (1988 - Hindi),Drama,Yash Chopra,"Anil Kapoor, Rajesh Khanna, Rishi Kapoor and others"
Vishwatma (1992 - Hindi),Action,Rajiv Rai,"Naseeruddin Shah, Sunny Deol, Sonam and others"
Voice From The Sky (2013 - Hindi),Drama,Farhan Akhtar,"Akshaye Khanna, Irrfan Khan and others"
Vaada (2005 - Hindi),Suspense,Satish Kaushik,"Arjun Rampal, Zayed Khan, Ameesha Patel and others"
Vaastu Shastra (2004 - Hindi),Horror,Saurabh Narang,"Sushmita Sen, J. D. Chakravarthy, Ahsaas Channa and others"
Vicky Donor (2012 - Hindi),Comedy,Shoojit Sircar,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor and others"
Vidhata Tere Khel Hai Nirale (2013 - Hindi),Drama,Sanjay Pathak,"Raj Vaidya, Aashrita Agarwal, Gajendra Chauhan and others"
Vijeta (1983 - Hindi),"Drama, Thriller",Govind Nihalani,"Shashi Kapoor, Rekha, Kunal Kapoor and others"
Virus Diwan (2014 - Hindi),Science Fiction,Vivek Bhushan (Bumpy),Arjun Kapoor and others
Vishwasghat (1976 - Hindi),Social,Mahesh Bhatt,"Sanjeev Kumar, Bhagwan, Shabana Azmi and others"
Vivash (2013 - Hindi),Drama,Navneet Baj Saini,"Jackie Shroff, Lucky Ali, Rajpal Yadav and others"
Vadh (2002 - Hindi),Suspense,N. S. R.,"Nana Patekar, Nakul, Puru Raj Kumar and others"
Vahshi Aatma (2001 - Hindi),Horror,Tilak,"Anil Nagrath, Jay Kalgutkar, Kiran Jain and others"
Vajra - The Weapon (2004 - Hindi),Drama,Rajendra Rathi,"Sameer Khan, S. P. Lalwani, Mohan Joshi and others"
Vardan (1974 - Hindi),Social,Arun Bhatt,"Vinod Mehra, Reena Roy and others"
Vatsyayana Kamasutra (2001 - Hindi),Action,Sanjay Khandelwal,"Sudesh Berry, Adarsh Gautam, Divya Dwivedi and others"
Veer Savarkar (2001 - Hindi),Biopic,Ved Rahi,"Shailendra Gaur, Navni Parihar, Mrinal Kulkarni and others"
Vidyaarthi (2006 - Hindi),Drama,Rakesh Kakaria,"Vishwajit Pradhan, Paresh Rawal, Govind Namdeo and others"
Vikalp (2011 - Hindi),"Drama, Crime, Mystery",Sachin Prabhakar Karande,"Deepal Shaw, Akshay Singh, Kranti Prakash Jha and others"
Vikram Shashikala (1949 - Hindi),Legend,D. K. Kane,"Master Vithal, Monica Desai and others"
Vishwas (2005 - Hindi),Drama,Kukku Batra,"Ahsaan Baksh, Anandee Tripathi, Kashish Duggal and others"
Vaade Iraade (1994 - Hindi),Drama,Kalpana Bharadwaj,"Suchitra Krishnamurty, Satyen Kappu, Deep Dhillon and others"
Vaasna (1968 - Hindi),Social,T. Prakash Rao,"Raaj Kumar, Padmini and others"
Vaasna Ki Bhookh (1989 - Hindi),Drama,P. Chandra Kumar,"Aruna, Balan K. Nair, Bhagyalakshmi and others"
Vachan (1974 - Hindi),Social,Suraj Prakash,"Shashi Kapoor, Vimi, Prem Chopra and others"
Vachan (1955 - Hindi),Social,Raj Rishi,"Rajendra Kumar, Geeta Bali, Madan Puri and others"
Vachan (1938 - Hindi),Costume,Franz Osten,"Ashok Kumar, Devika Rani, Meera and others"
Vahri Duniya (1937 - Hindi),Action,Gunjal,"D. Billimoria, Jamna, Laxmi and others"
Vakil Baboo (1982 - Hindi),Drama,Asit Sen,"Raj Kapoor, Shashi Kapoor, Zeenat Aman and others"
Vakil Saheb (1943 - Hindi),Social,Mohan Sinha,"Trilok Kapoor, Madhuri and others"
Valentine's Night (2012 - Hindi),"Romance, Thriller",Kirshan-Baadal,"Payal Rohatgi, Sangram Singh, Rahul Minz and others"
Vali-E-Azam (1987 - Hindi),,M. A. Syed,"Padma Khanna, Dinesh Khanna and others"
Vallah Kya Baat Hai (1962 - Hindi),Social,Hari Walia,"Shammi Kapoor, Binapani Debi, Bina Rai and others"
Wake Up Sid (2009 - Hindi),Drama,Ayan Mukherji,"Ranbir Kapoor, Konkona Sen Sharma, Rahul Pendkalkar and others"
Wanted (2009 - Hindi),Action,Prabhudheva,"Salman Khan, Ayesha Takia, Aseem Merchant and others"
Waqt - The Race Against Time (2005 - Hindi),"Drama, Family",Vipul Shah,"Amitabh Bachchan, Akshay Kumar, Priyanka Chopra and others"
We Are Family (2010 - Hindi),"Drama, Romance",Siddharth Malhotra,"Kajol, Kareena Kapoor Khan, Arjun Rampal and others"
Welcome (2007 - Hindi),Comedy,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Nana Patekar and others"
Welcome To Sajjanpur (2008 - Hindi),"Comedy, Drama, Social",Shyam Benegal,"Shreyas Talpade, Amrita Rao, Ravi Kishan and others"
Welcome To The Jungle (2013 - Hindi),"Drama, Adventure",Farooque Kabir,"Hrithik Roshan, Zayed Khan and others"
Well Done Abba (2010 - Hindi),Comedy,Shyam Benegal,"Boman Irani, Minissha Lamba, Sameer Dattani and others"
What's Your Raashee? (2009 - Hindi),"Comedy, Romance",Ashutosh Gowariker,"Harman Baweja, Priyanka Chopra, Anjan Srivastava and others"
World Cupp 2011 (2009 - Hindi),Sports,Ravi Kapoor (II),"Suresh Oberoi, Zakir Hussain, Ehsaan Khan and others"
Waqt (1965 - Hindi),Social,Yash Chopra,"Shashi Kapoor, Balraj Sahni, Sadhana and others"
Warrant (1961 - Hindi),Action,Kedar Kapoor,"Ashok Kumar, Raaj Kumar, Shakeela and others"
Water (2007 - Hindi),Social,Deepa Mehta,"Lisa Ray, John Abraham, Seema Biswas and others"
Woh 7 Din (1983 - Hindi),"Comedy, Drama",Bapu,"Anil Kapoor, Naseeruddin Shah, Padmini Kolhapure and others"
Woh Kaun Thi (1964 - Hindi),Suspense,Raj Khosla,"Sadhana, Manoj Kumar, Parvin Chowdhury and others"
Woh Lamhe (2006 - Hindi),"Drama, Romance",Mohit Suri,"Shiney Ahuja, Kangna Ranaut, Purab Kohli and others"
Woodstock Villa (2008 - Hindi),Suspense,Hansal Mehta,"Sikander Kher, Neha Uberoi, Arbaaz Khan and others"
Wounded (2007 - Hindi),Drama,Krishna Mishra,"Seema Parihar, Kanhaiya Kaithwas, Anjali Pandey and others"
www.love.com (2010 - Hindi),Romance,Vinod Mukhi,"Jai Kalra, Mumait Khan, Farid Amiri and others"
Wafaa (2008 - Hindi),Drama,Rakesh Sawant,"Rajesh Khanna, Sahib Chopra, Sara Khan and others"
Waisa Bhi Hota Hai - Part II (2003 - Hindi),Comedy,Shashanka Ghosh,"Arshad Warsi, Sandhya Mridul, Ananta Jog and others"
Waris (1969 - Hindi),Social,Rammana,"Jeetendra, Mehmood, Prem Chopra and others"
Watan Ke Rakhwale (1987 - Hindi),Action,T. Rama Rao,"Mithun Chakraborty, Dharmendra, Ashok Kumar and others"
Will You Marry Me? (2012 - Hindi),"Comedy, Romance",Aditya Dutt,"Shreyas Talpade, Celina Jaitley, Mugdha Godse and others"
With Luv Tumhara (2006 - Hindi),Romance,Kamal D. Nathani,"Mousumi Chatterjee, Parvin Dabbas, Anupama Verma and others"
Wow (2013 - Hindi),Drama,Raju Kher,"Anupam Kher, Sakshi Shivanand, Rajesh Khera and others"
Waah! Tera Kya Kehna (2002 - Hindi),Drama,Manoj Agarwal,"Govinda, Shammi Kapoor, Raveena Tandon and others"
Wajahh - A Reason To Kill (2004 - Hindi),Suspense,Gautam Adhikari,"Sayed Zulfi, Satish Kaushik, Shamita Shetty and others"
Wapas (1943 - Hindi),Social,Hem Chander,"Bharati Debi, Asit Baran and others"
We R Friends (2006 - Hindi),Romance,Jaidev Chakravorty,"Jackie Shroff, Aditya, Naaznin and others"
Who's There ...? (2011 - Hindi),"Drama, Social",Aijaz Ahmed,"Gagan Kang, Rajbeer Singh, Kallpana Mathur and others"
Woh (2004 - Hindi),Suspense,Raj N. Sippy,"Ayub Khan, Priyanshu Chatterjee, Ravi Kishan and others"
Woh 5 Din (2013 - Hindi),"Suspense, Thriller",Sundeep Malani,"Piyush Anand, Bhagyashree Rao, Akash Hora and others"
Woh Bewafa Thi (2000 - Hindi),,Mohan Bhakri,"Sudesh Berry, Sheetal Bedi and others"
Woh Kaun Thi (2001 - Hindi),"Drama, Horror",Amrit Pal,"Raza Murad, Mac Mohan, Chetan and others"
Wohh Tera Naam Tha (2004 - Hindi),"Drama, Romance",Kuku Kohli,"Arjan Bajwa, Gaurav Chanana, Kanchi Kaul and others"
Wrong Number (2003 - Hindi),Drama,Jignesh V. Vaishnav,"Rakesh Bapat, Benjamin Gilani, Parvin Dabbas and others"
Waaris (1988 - Hindi),Social,Ravindra Peepat,"Smita Patil, Kulbhushan Kharbanda, Amrish Puri and others"
Wada Tera Wada (1974 - Hindi),Social,Mohinder Batra,"Vinod Mehra, Asha Sachdev and others"
Wadya (1940 - Hindi),Social,Rafiq Rizvi,"Brijrani, Kokila, Mohd. Ishaq and others"
Wafaa (1950 - Hindi),Social,Jagatrai Pesumal Advani,"Karan Dewan, Nimmi and others"
